File	Name	Slot	Script
slcent	Amnish Centurion	Slot 600	agrandcl
slguard1	Slaver Guard	Slot 592	agrandrb
slguard2	Slaver Guard	Slot 592	agrandrb
slilmat	Priest of Ilmater	Slot 608	agrandbr
slmage1	Slaver Wizard	Slot 600	agrandrb
slmage2	Slaver Wizard	Slot 592	agrandnc
slmage3	Slaver Wizard	Slot 592	agrandbr
slshop01	Black Market Thief	Slot 608	agrandbr
snaksw1	Yuan-Ti Mage	Slot 592	agrandbr
snaksw10	Greater Yuan-Ti	Slot 584	agrandsh
snaksw11	Yuan-Ti Mage	Slot 592	agrandbr
snaksw12	Yuan-Ti Mage	Slot 592	agrandrb
snaksw2	Greater Yuan-Ti	Slot 592	agrandrb
snaksw3	Greater Yuan-Ti	Slot 584	agrandbr
snaksw5	Greater Yuan-Ti	Slot 592	agrandbr
snaksw6	Greater Yuan-Ti	Slot 592	agrandea
snaksw7	Greater Yuan-Ti	Slot 592	agrandrb
snaksw8	Greater Yuan-Ti	Slot 592	agrandnc
snaksw9	Greater Yuan-Ti	Slot 584	agrandrb
sndgrl1	Sound Gurlie	Slot 592	agrandrb
sndgrl2	Sound Gurlie	Slot 592	agrandbr
sol	Sol	Slot 592	agrandrb
sola	Sola	Slot 592	agrandbr
solae1	Redael, Eclipse Kensai	Slot 584	agrandbr
solae2	Nrodlek, Eclipse Anti-Paladin	Slot 584	agrandbr
solae3	Radnuht, Eclipse Barbarian	Slot 584	agrandbr
solae4	Reffus, Eclipse Cleric	Slot 584	agrandbr
solae5	Ylekilnu, Eclipse Druid	Slot 584	agrandrb
solae6	Citpeks, Eclipse Sorcerer	Slot 584	agrandbr
solak1	Kuroisan	Slot 592	agrandsw
solar	Solar	Slot 592	agrandbr
solar01	Solar	Slot 592	agrandrb
solauf	Solauf	Slot 592	agrandrb
solavamp	Undead Solaufein	Slot 592	agrandrb
sorced	Sonner	Slot 592	agrandrb
sorkyst	Sorkyst	Slot 592	agrandrb
sorovin	Sorovin	Slot 592	agrandbr
sphurg	Hurg	Slot 592	agrandrb
spjeag	Jeagger	Slot 592	agrandsw
spmugg	Mugger	Slot 592	agrandbr
spmugg2	Ruffian Captain	Slot 592	agrandea
spmugg3	Thug	Slot 600	agrandrb
sppain	Pai'Na	Slot 608	agrandbr
srevnnt	Revenant	Slot 592	agrandsw
staffgr	Guard	Slot 584	agrandrb
starcher	Shadow Thief Archer	Slot 592	agrandbr
stass1	Shadow Thief Assassin	Slot 592	agrandrb
stdeath	Arkanis Gath	Slot 592	agrandbr
stein	Stein	Slot 584	agrandbr
stguard1	Shadow Thief	Slot 592	agrandbr
stguard2	Shadow Thief	Slot 592	agrandrb
stguard3	Shadow Thief	Slot 592	agrandbr
stjtdft	Mr. Tenderfoot	Slot 592	agrandbr
stmage	Shadow Thief	Slot 600	agrandrb
stolethf	Shadow Thief	Slot 592	agrandrb
stoneser	Rock Servant	Slot 592	agrandbr
stonevf	Fledgling Vampire	Slot 592	agrandrb
stonevm	Fledgling Vampire	Slot 592	agrandbr
stoolm1	Townsperson	Slot 592	agrandrg
stoolm2	Townsperson	Slot 592	agrandrb
stoolm3	Townsperson	Slot 592	agrandrb
strak	Strak	Slot 592	agrandrb
suadsaan	Adsaan	Slot 600	agrandbr
sudemde1	Baalor	Slot 592	agrandbr
sudemde2	Baalor	Slot 592	agrandbr
sudemon	Baalor	Slot 592	agrandbr
sudemon2	Baalor	Slot 600	agrandbr
sudemw1	Baalor	Slot 592	agrandbr
sudryad	Phluafae	Slot 592	agrandbr
suelf10	Reirra	Slot 600	agrandsw
suelf11	Wounded Elf	Slot 592	agrandrb
suelf12	Captain Aduo'on	Slot 592	agrandbr
suelf13	Elven Warrior	Slot 584	agrandrb
suelf6	Elven Warrior	Slot 608	agrandrb
suelf7	Elven Warrior	Slot 608	agrandrb
suelf8	Elven Warrior	Slot 608	agrandrb
suelf9	Wounded Elf	Slot 592	agrandbr
suelfw1	Elven Warrior	Slot 584	agrandlx
suelfw10	Elven Battle Mage	Slot 592	agrandrb
suelfw11	Elven Battle Mage	Slot 592	agrandrb
suelfw12	Elven Battle Mage	Slot 592	agrandbr
suelfw13	Elven Archer	Slot 584	agrandrb
suelfw14	Elven Archer	Slot 600	agrandbr
suelfw15	Elven Archer	Slot 600	agrandlx
suelfw2	Elven Warrior	Slot 584	agrandrb
suelfw3	Elven Warrior	Slot 584	agrandbr
suelfw4	Elven Warrior	Slot 600	agrandrb
suelfw5	Elven Warrior	Slot 600	agrandsw
suelfw6	Elven Warrior	Slot 600	agrandrb
suelfw7	Elven Warrior	Slot 600	agrandbr
suelfw8	Elven Warrior	Slot 600	agrandrp
suelfw9	Elven Battle Mage	Slot 592	agrandbr
suelhan	Elhan	Slot 592	agrandbr
suelle	Ellesime	Slot 592	agrandbr
suelle2	Ellesime	Slot 592	agrandea
suelleap	Ellesime	Slot 592	agrandrb
suelleg1	Elven Warrior	Slot 592	agrandrb
suendel1	Elven Warrior	Slot 592	agrandrb
suendel2	Elven Warrior	Slot 592	agrandrb
suendel3	Elf Male	Slot 592	agrandrb
suendel4	Elf Female	Slot 592	agrandbr
suendel5	Elf	Slot 592	agrandbr
suendel6	Elf	Slot 592	agrandrb
suendel7	Elven Warrior	Slot 592	agrandbr
suendel8	Elven Warrior	Slot 592	agrandrb
sugtent1	Bodyguard	Slot 608	agrandrb
sukiss1	Dahlia	Slot 592	agrandrb
sumeat1	Rojo	Slot 592	agrandrb
sumeat2	Lowell	Slot 592	agrandbr
sumeat3	Friddel	Slot 592	agrandrb
sumoon	Elven Warrior	Slot 592	agrandnc
suna	Suna Seni	Slot 592	agrandbr
super1	Calahan	Slot 592	agrandrb
suraam	Raamilat	Slot 600	agrandbr
surakmah	Maharajah	Slot 600	agrandrb
surakraj	Rajah	Slot 600	agrandrb
surakruh	Ruhk	Slot 600	agrandrb
suraksha	Rakshasa	Slot 600	agrandrb
surakw1	Rakshasa	Slot 592	agrandrb
surakw2	Rakshasa	Slot 592	agrandrb
surakw3	Rakshasa	Slot 592	agrandrb
surakw4	Rakshasa	Slot 592	agrandea
surly	Surly	Slot 600	agrandbr
susuneer	Suneer	Slot 600	agrandrb
suthess1	Flunky	Slot 592	agrandrb
sutroll	Troll	Slot 600	agrandrb
sutroll2	Troll	Slot 592	agrandbr
suundead	Skeleton Warrior	Slot 592	agrandbr
suziyaad	Ziyaad	Slot 592	agrandrb
sw2host	Relic Amaunatori +3	Slot 592	agrandbr
swsfoll1	Kobold Commando	Slot 600	agrandrb
swsfoll2	Kobold	Slot 600	agrandrb
swsfoll3	Kobold	Slot 600	agrandbr
swsfoll4	Kobold	Slot 600	agrandbr
swsfoll5	Kobold	Slot 600	agrandrb
swsfoll6	Kobold Commando	Slot 600	agrandea
szombl01	Zombie Lord	Slot 592	agrandbr
taarilis	Arilistan	Slot 600	agrandbr
tadream	an apparition	Slot 592	agrandrb
taelite	Elite Bodyguard	Slot 584	agrandrb
tajarmis	Jarmis	Slot 592	agrandbr
takomt	Komt	Slot 592	agrandbr
talavan	Warlord Talavan	Slot 600	agrandrb
talavan2	Warlord Talavan	Slot 592	agrandrb
talavan3	Warlord Talavan	Slot 592	agrandrb
talavan4	Warlord Talavan	Slot 592	agrandsr
talavan5	Talavan's Spy	Slot 592	agrandbr
talkni01	Storm Knight	Slot 600	agrandrb
talkni02	Storm Knight	Slot 592	agrandrb
talmage1	Battle Mage	Slot 592	agrandlx
talmage2	Battle Mage	Slot 592	agrandsw
talmage3	Battle Mage	Slot 592	agrandrb
talmess	Messenger	Slot 592	agrandrg
talmiss	Mistress Ada	Slot 592	agrandbr
talmiss2	Mistress Ada	Slot 608	agrandbr
talonaf	Talonite Priestess	Slot 592	agrandrb
talonaf1	Talonite Priestess	Slot 592	agrandrb
talonaf2	Talonite Priestess	Slot 592	agrandbr
talonam	Talonite Priest	Slot 592	agrandrb
talvilon	Acolyte Vilon	Slot 608	agrandsh
talwar1	Talavan's Warrior	Slot 592	agrandbr
talwar10	Talavan's Warrior	Slot 592	agrandbr
talwar11	Talavan's Warrior	Slot 592	agrandrb
talwar12	Talavan's Warrior	Slot 592	agrandbr
talwar13	Talavan's Warrior	Slot 592	agrandrp
talwar14	Talavan's Warrior	Slot 592	agrandrb
talwar15	Talavan's Warrior	Slot 592	agrandbr
talwar16	Talavan's Warrior	Slot 592	agrandrb
talwar17	Talavan's Warrior	Slot 592	agrandea
talwar18	Talavan's Warrior	Slot 592	agrandrb
talwar19	Talavan's Warrior	Slot 592	agrandrb
talwar2	Talavan's Warrior	Slot 592	agrandrb
talwar20	Talavan's Warrior	Slot 592	agrandrb
talwar21	Talavan's Warrior	Slot 592	agrandrb
talwar22	Talavan's Warrior	Slot 592	agrandbr
talwar23	Talavan's Warrior	Slot 592	agrandbr
talwar24	Talavan's Warrior	Slot 592	agrandrb
talwar25	Talavan's Warrior	Slot 592	agrandsr
talwar26	Talavan's Warrior	Slot 592	agrandbr
talwar27	Talavan's Warrior	Slot 592	agrandrb
talwar28	Talavan's Warrior	Slot 592	agrandrb
talwar29	Talavan's Warrior	Slot 592	agrandbr
talwar3	Talavan's Warrior	Slot 592	agrandbr
talwar30	Talavan's Warrior	Slot 592	agrandrb
talwar35	Talavan's Warrior	Slot 592	agrandnc
talwar4	Talavan's Warrior	Slot 592	agrandrb
talwar40	Talavan's Warrior	Slot 584	agrandnc
talwar41	Talavan's Warrior	Slot 584	agrandbr
talwar42	Elite Warrior	Slot 584	agrandbr
talwar43	Elite Warrior	Slot 584	agrandrb
talwar44	Commander Tylin	Slot 584	agrandrb
talwar45	Talavan's Warrior	Slot 584	agrandsh
talwar46	Elite Warrior	Slot 584	agrandbr
talwar47	Elite Warrior	Slot 584	agrandbr
talwar48	Elite Warrior	Slot 584	agrandbr
talwar49	Elite Warrior	Slot 584	agrandrb
talwar5	Talavan's Warrior	Slot 592	agrandbr
talwar50	Elite Warrior	Slot 584	agrandbr
talwar6	Talavan's Warrior	Slot 592	agrandbr
talwar7	Talavan's Warrior	Slot 592	agrandbr
talwar8	Talavan's Warrior	Slot 592	agrandbr
talwar9	Talavan's Warrior	Slot 592	agrandbr
tamage	Rakshasan Mage	Slot 584	agrandbr
tanadv01	Strachan Fireblade	Slot 592	agrandnc
tanadv02	Adventurer	Slot 592	agrandrb
tanadv03	Adventurer	Slot 592	agrandbr
tanadv04	Adventurer	Slot 592	agrandrb
tanadv05	Adventurer	Slot 608	agrandrp
tanadv06	Dunbar the Fifth	Slot 600	agrandbr
tanally1	Fael	Slot 592	agrandrb
tanari01	Tanar'ri	Slot 592	agrandrb
tanarixa	Tanar'ri	Slot 592	agrandbr
tanarixb	Tanar'ri	Slot 592	agrandrb
tannar	Tanar'ri	Slot 592	agrandsh
tannar2	Tanar'ri	Slot 592	agrandrg
tannar3	Tanar'ri	Slot 592	agrandrb
tanner	Rejiek Hidesman	Slot 608	agrandbr
tanskw1	Skeleton Warrior	Slot 592	agrandbr
tanthf01	Rune Assassin	Slot 592	agrandrb
tantug01	Thug	Slot 592	agrandbr
tantug02	Thug	Slot 592	agrandbr
tantug03	Thug	Slot 592	agrandrb
tantugn1	Thug	Slot 592	agrandrp
tanwiz02	Mage	Slot 584	agrandbr
tanwiz03	Mage	Slot 584	agrandbr
tanwiz04	Mage	Slot 584	agrandbr
tanwiz1	Vellin Dahn	Slot 600	agrandrb
tapio	Tapio Perkiomaki	Slot 592	agrandrp
tapio2	Tapio Perkiomaki	Slot 592	agrandrb
tartar01	Tartarus	Slot 592	agrandrb
tartarus	Tartarus	Slot 592	agrandrb
tasloi01	Tasloi	Slot 592	agrandsr
tasloi02	Tasloi	Slot 592	agrandrb
tasloi03	Tasloi	Slot 592	agrandbr
tasold01	Arilistan's soldier	Slot 592	agrandbr
tasold02	Arilistan's soldier	Slot 592	agrandbr
tatump	Tump	Slot 592	agrandbr
tavex	Vex	Slot 584	agrandrb
tazok	Tazok	Slot 592	agrandbr
tb#lotga	Orc Tenant	Slot 592	agrandrb
tb#lotgc	Arker, Shaman Tenant	Slot 592	agrandbr
tb#lotgm	Ered the Mad Mage	Slot 592	agrandbr
tb#lotgw	Ogre Tenant	Slot 592	agrandrp
tb#lotr1	Lieutenant Beldor	Slot 592	agrandsr
tb#lotr2	Shamanic Mage Gobrog	Slot 592	agrandrb
tb#lotra	Orc Archer	Slot 592	agrandbr
tb#lotrg	General Argor	Slot 592	agrandrb
tb#lotrm	Orc Mage	Slot 592	agrandrb
tb#lotro	Orc	Slot 592	agrandbr
tb#lotrs	Orc Priest	Slot 592	agrandnc
tb#udrow	Laniz	Slot 592	agrandrb
tdr10a	Kyland Lind	Slot 608	agrandrb
tdr10b	Shadow Druid	Slot 592	agrandsr
tdr6a	Shadow Druid	Slot 592	agrandrb
tdr8a	Shadow Druid	Slot 592	agrandbr
tdr8b	Shadow Druid	Slot 592	agrandrb
telalu1	Alu-Fiend	Slot 592	agrandrb
telanis	Telanis	Slot 592	agrandbr
telbal1	Baalor	Slot 592	agrandsh
telcam1	Cambion	Slot 592	agrandrb
telcor1	Cornugon	Slot 592	agrandrg
telimp1	Imp	Slot 600	agrandea
telpit1	Pit Fiend	Slot 600	agrandrb
telpit2	Pit Fiend	Slot 592	agrandrb
telqua1	Quasit	Slot 592	agrandrb
telqua2	Quasit	Slot 592	agrandbr
telslav	Slave Wraith	Slot 608	agrandbr
teltan1	Glabrezu	Slot 592	agrandbr
teltan2	Glabrezu	Slot 592	agrandbr
teltief1	Tiefling	Slot 592	agrandrb
teltief2	Tiefling	Slot 592	agrandrb
teltief3	Tiefling	Slot 592	agrandbr
telwrai	Demon Wraith	Slot 600	agrandbr
temsup	Overgold Renwellyn	Slot 592	agrandbr
tenmage1	Mage	Slot 592	agrandbr
tenmage2	Castle Mage	Slot 592	agrandbr
tenmage3	Castle Mage	Slot 592	agrandrp
tenya	Tenya	Slot 584	agrandbr
terl	Terl	Slot 608	agrandrb
terl02	Terl	Slot 608	agrandsr
termer01	Mercenary	Slot 600	agrandrb
termer04	Mercenary	Slot 600	agrandbr
terrece	Terrece	Slot 584	agrandlx
tertia	Tertia	Slot 600	agrandnc
tethtori	Tethtoril	Slot 592	agrandrb
tg#did1	Lesser Demon Lord	Slot 584	agrandbr
tg#dud3	Skeleton Archer	Slot 592	agrandbr
tg#sol1	Solar	Slot 592	agrandrb
theman1	Villager	Slot 592	agrandbr
theo	Theo	Slot 592	agrandbr
therrin	Therrin	Slot 584	agrandrb
theshal	Theshal	Slot 600	agrandbr
thevoice	Voice	Slot 592	agrandbr
thief1	Sidge	Slot 592	agrandnc
thief2	Shadow Thief	Slot 592	agrandbr
thief3	Shadow Thief	Slot 592	agrandbr
thief4	Shadow Thief	Slot 592	agrandbr
thief5	Gorvin	Slot 592	agrandrb
thief6	Zyntris	Slot 600	agrandrb
thief7	Anishai	Slot 592	agrandbr
thief8	Shadow Thief	Slot 608	agrandsr
thjail1	Thief	Slot 592	agrandrb
thjail2	Thief	Slot 592	agrandrb
thorin	Thorin	Slot 592	agrandrb
thork1	Thorknar	Slot 592	agrandlx
thork2	Thorknar	Slot 592	agrandrb
thork3	Thorknar	Slot 592	agrandbr
thork4	Thorknar	Slot 592	agrandrb
thorkd1	Ranas	Slot 592	agrandrb
thorkd2	Ranas	Slot 592	agrandrb
thorkd3	Ranas	Slot 592	agrandbr
thorkd4	Ranas	Slot 592	agrandrb
thraxi	Thraxis Gall	Slot 584	agrandbr
tiana	Tiana	Slot 600	agrandbr
tilornn	Tilorn	Slot 592	agrandrp
tirthold	Tirthold	Slot 592	agrandrb
tjguard	Javin's Guard	Slot 600	agrandrb
tknight1	Thayan Knight	Slot 584	agrandlx
tknight2	Thayan Knight	Slot 584	agrandnc
tknight3	Thayan Knight	Slot 584	agrandrb
tmother	Elven woman	Slot 592	agrandbr
tobban01	Sharik Nefal	Slot 600	agrandbr
tobban02	Orc Archer	Slot 600	agrandbr
tobban03	Orc	Slot 600	agrandbr
tobban04	Orog	Slot 600	agrandrb
tobpar01	Eler Had	Slot 608	agrandrb
tobpar02	Berena Elkan	Slot 600	agrandbr
tobpar03	Long Po	Slot 600	agrandbr
tobpar04	Karun the Black	Slot 608	agrandbr
tobpar05	Delga Deepdelver	Slot 600	agrandbr
tobpar06	Helena Fairhand	Slot 600	agrandbr
tolger2	Tolgerias	Slot 608	agrandrb
tolmag01	Mage	Slot 608	agrandbr
tolmag02	Mage	Slot 600	agrandrb
tomast11	Tomas Tomalson	Slot 592	agrandbr
tomast16	Tomas Tomalson	Slot 592	agrandea
tomast19	Tomas Tomalson	Slot 592	agrandbr
topeslav	Duralerant	Slot 592	agrandrb
torgal	TorGal	Slot 592	agrandbr
torgal2	TorGal	Slot 592	agrandrb
torgal3	TorGal	Slot 592	agrandbr
townief1	Townsperson	Slot 592	agrandbr
townief2	Townsperson	Slot 592	agrandbr
townief3	Townsperson	Slot 592	agrandbr
townief4	Townsperson	Slot 592	agrandrb
townief5	Townsperson	Slot 592	agrandrb
towniem1	Townsperson	Slot 592	agrandbr
towniem2	Townsperson	Slot 592	agrandrb
towniem3	Townsperson	Slot 592	agrandrb
towniem4	Townsperson	Slot 592	agrandrb
towniem5	Townsperson	Slot 592	agrandbr
travgrd1	Calimport Guard	Slot 592	agrandrb
travgrd2	Calimport Guard	Slot 592	agrandrb
travgrd3	Calimport Guard	Slot 592	agrandbr
travgrd4	Calimport Guard	Slot 592	agrandrb
travgrd5	Calimport Guard	Slot 592	agrandrb
travin	Travin	Slot 592	agrandbr
travmag2	Calimport Apprentice	Slot 592	agrandrb
travmage	Calimport Archmage	Slot 584	agrandrb
trcar03	Caravan Driver	Slot 592	agrandlx
trcut05	Lady Lilith Lurraxol	Slot 584	agrandrp
trcut06	Lord Skarmaen Alibakkar	Slot 584	agrandnc
trcut07	High Merchant Logan Coprith	Slot 592	agrandsr
tresham1	Tresham	Slot 592	agrandrb
trevil01	Lord Khellon Menold	Slot 600	agrandbr
trevil02	Guardian of the Source	Slot 608	agrandbr
trevil03	Master Verthan	Slot 608	agrandea
trfued01	Lady Lilith Lurraxol	Slot 608	agrandsr
trfued02	Lurraxol Guard	Slot 608	agrandbr
trfued03	Lurraxol Guard	Slot 608	agrandbr
trfued04	Lurraxol Guard	Slot 608	agrandbr
trfued06	Alibakkar Guard	Slot 600	agrandrb
trfued07	Alibakkar Guard	Slot 608	agrandrb
trfued08	Alibakkar Guard	Slot 608	agrandrb
trfued09	Lurraxol Guard	Slot 584	agrandbr
trfued10	Alibakkar Guard	Slot 584	agrandrb
trfued11	Militia Wizard	Slot 608	agrandbr
trgeni01	Khan Zahraa	Slot 600	agrandbr
trgeni02	Taquee	Slot 600	agrandbr
trgeni03	Faafirah	Slot 600	agrandbr
trgyp04	Jidek	Slot 592	agrandrb
trlgrd01	Lord Logan's Guard	Slot 592	agrandbr
trolca01	Cave Troll	Slot 592	agrandbr
trolca02	Cave Troll	Slot 592	agrandbr
trolde01	Desert Troll	Slot 592	agrandrb
trolde02	Desert Troll	Slot 592	agrandbr
trolfr01	Troll	Slot 592	agrandbr
trolfr02	Troll	Slot 592	agrandrb
trolgi01	Giant Troll	Slot 600	agrandbr
trolgi02	Giant Troll	Slot 600	agrandbr
trolic01	Ice Troll	Slot 592	agrandbr
trolic02	Ice Troll	Slot 592	agrandrb
trolic03	Blizzard Troll	Slot 592	agrandrb
trolic04	Blizzard Troll	Slot 592	agrandrb
trolicd2	Rotted Ice Troll	Slot 592	agrandsr
trolicdd	Rotted Ice Troll	Slot 600	agrandbr
troll01	Troll	Slot 592	agrandbr
troll02	Troll	Slot 592	agrandbr
troll03	Troll	Slot 600	agrandbr
trollsm2	Troll	Slot 600	agrandbr
trolsi01	Spirit Troll	Slot 592	agrandbr
trolsi02	Spirit Troll	Slot 592	agrandrb
trolsn01	Snow Troll	Slot 592	agrandrb
trolsn02	Snow Troll	Slot 592	agrandrb
trolsp01	Spectral Troll	Slot 592	agrandrb
trolsp02	Spectral Troll	Slot 592	agrandbr
troluo01	Troll	Slot 600	agrandsr
trple01	Wilfred the Red	Slot 592	agrandrb
trrak04	Ruhk	Slot 584	agrandrb
trskin01	Raissa	Slot 592	agrandrb
trskin02	Tiris	Slot 600	agrandrg
trskin03	Rejiek Hidesman	Slot 592	agrandrg
trskin06	Darsidian Moor	Slot 592	agrandrg
trskin3b	Rejiek Hidesman	Slot 592	agrandbr
trskin6b	Darsidian Moor	Slot 592	agrandbr
trskind1	Rejiek Hidesman	Slot 592	agrandrb
trskind2	Darsidian Moor	Slot 592	agrandea
trtavp05	Alenina	Slot 592	agrandrp
trthf01	Itona	Slot 592	agrandsh
trthf02	Kich	Slot 592	agrandbr
trthf03	Shadow Thief	Slot 592	agrandrb
ts5bad	Cpt. Sterling	Slot 600	agrandbr
ts5door	Lt. Betta	Slot 600	agrandbr
ts5grd	Barracks Guard	Slot 592	agrandbr
ts5grd1	Barracks Guard	Slot 592	agrandbr
ts5grd2	Barracks Guard	Slot 592	agrandrb
ts5thf1	Myriza	Slot 600	agrandrb
ts5thf2	Keltar	Slot 600	agrandrb
ts5thf3	Genja	Slot 600	agrandrb
ts5thf4	Gelt Foldum	Slot 600	agrandrb
ts5thf5	Issa Kealn	Slot 600	agrandea
ts5thf6	Hawrath	Slot 600	agrandbr
ts5wiz	Militia Wizard	Slot 592	agrandbr
tsama1	Ama	Slot 608	agrandbr
tsblackl	Black Lily	Slot 584	agrandnc
tsfighte	Drow Elite Guard	Slot 600	agrandrb
tsgrd00	Amnish Centurion	Slot 592	agrandbr
tsgrd01	Amnish Legionary	Slot 592	agrandrb
tsgrd02	Cowled Enforcer	Slot 592	agrandrb
tsjettin	Sorkyst's Ettin	Slot 592	agrandbr
tsjgiant	Sorkyst's Giant	Slot 592	agrandrb
tsmaepet	Scratchy	Slot 592	agrandrb
tsnarlen	Narlen Darkwalk	Slot 584	agrandbr
tsndoor	Old Yeller	Slot 592	agrandrb
tssmugb	Rogue	Slot 584	agrandrb
tssmugf	Rogue	Slot 584	agrandbr
tssmugm	Rogue	Slot 584	agrandsw
ttbelt	Belt	Slot 592	agrandea
ttgibb	Gibberling	Slot 592	agrandbr
ttkob	Kobold	Slot 592	agrandrb
ttser1	Jospil	Slot 592	agrandbr
ttser2	Servant	Slot 592	agrandbr
ttskel	Skeleton	Slot 592	agrandbr
tuair	Owain	Slot 600	agrandrb
tualert	Wizard Guard	Slot 584	agrandrb
tuarvil	Arvilais	Slot 600	agrandbr
tuayana	Ayana	Slot 600	agrandrb
tucaius	Caius	Slot 600	agrandbr
tuchail	Chaileun Kal-Vu’Ryi	Slot 600	agrandrb
tuconj	Ghiala	Slot 600	agrandrb
tucoord	Cario De‘Vince	Slot 600	agrandbr
tucoorsl	Sleeping Cario De‘Vince	Slot 592	agrandbr
tudhail	Dhailan	Slot 600	agrandrb
tuearth	Aulay	Slot 600	agrandbr
tuench	Sharia	Slot 600	agrandbr
tuezek	Ezekiel	Slot 600	agrandrb
tufire	Genevra	Slot 600	agrandsw
tuguard	Wizard Guard	Slot 600	agrandrb
tuguard2	Wizard Guard	Slot 600	agrandrb
tuillus	Hazarlich	Slot 600	agrandrb
tujiri	Jiri	Slot 600	agrandbr
tujirisl	Sleeping Jiri	Slot 592	agrandbr
tukimsia	Kym-Sia’U	Slot 600	agrandrb
tumage	Mage	Slot 600	agrandrb
tumage1	Mage	Slot 600	agrandsw
tumage2	Mage	Slot 600	agrandbr
tumage3	Mage	Slot 600	agrandsw
tumage4	Mage	Slot 600	agrandbr
tumage5	Kirine	Slot 600	agrandbr
tumagef	Mage	Slot 600	agrandbr
tumagefs	Sleeping Mage	Slot 592	agrandrb
tumagel1	Mage	Slot 600	agrandrb
tumagel2	Mage	Slot 600	agrandrp
tumagesl	Sleeping Mage	Slot 592	agrandbr
tumalv	Malvolio	Slot 600	agrandrb
tumatej	Matej	Slot 600	agrandbr
tumorad	Moradz	Slot 600	agrandbr
tumord	Mordecai	Slot 600	agrandea
tunelich	Shade Lich	Slot 584	agrandbr
tuphin	Phineas	Slot 600	agrandbr
tuphins	Sleeping Phineas	Slot 592	agrandrb
tupung	Pung	Slot 584	agrandbr
tupungcs	Pung	Slot 592	agrandrb
turn	Cleric	Slot 592	agrandbr
tusmug	Smuggler	Slot 584	agrandbr
tutheod	Theodoran	Slot 600	agrandsw
tuvashon	Vashon	Slot 600	agrandsw
tuzeira	Zeira	Slot 592	agrandbr
tyrorb	Death Tyrant	Slot 592	agrandbr
tzshok01	Ardol	Slot 592	agrandrb
u!kgen	Genie	Slot 592	agrandrb
u!kjaf	Jafir	Slot 600	agrandrb
ubcorian	Corianna	Slot 592	agrandrb
ubflam5	Flaming Fist Mercenary	Slot 600	agrandbr
udbalor	Baalor	Slot 592	agrandrb
udbeho01	Beholder	Slot 592	agrandrb
udbeho02	Beholder	Slot 592	agrandrb
udchal	Chalinthra	Slot 592	agrandrb
udcom03	Drow Patron	Slot 600	agrandbr
uddear02	Uder Mordin	Slot 592	agrandbr
uddear03	Finderlig	Slot 592	agrandrb
uddeath	Demon Knight	Slot 600	agrandrb
uddeath2	Demon Knight	Slot 600	agrandea
uddemon	Lesser Demon Lord	Slot 600	agrandbr
uddoor01	Drow	Slot 600	agrandrb
uddoor02	Drow	Slot 608	agrandsr
uddoor03	Drow	Slot 584	agrandcl
uddoor05	Drow Wizard	Slot 608	agrandrb
uddoor06	Drow Priestess	Slot 608	agrandbr
uddoor07	Skeleton	Slot 608	agrandrp
uddoor08	Drow	Slot 608	agrandrb
uddoor09	Drow	Slot 592	agrandbr
uddrow01	Matron's Guard	Slot 600	agrandlx
uddrow02	Executioner	Slot 600	agrandrb
uddrow03	Ritual Guard	Slot 608	agrandsh
uddrow04	Szordrin	Slot 600	agrandrb
uddrow05	Drow Cook	Slot 600	agrandrb
uddrow06	Ilmryn	Slot 600	agrandrb
uddrow07	Merinid	Slot 584	agrandrb
uddrow08	Baragh	Slot 600	agrandrb
uddrow09	Tathlyn	Slot 584	agrandrb
uddrow10	Nym Khalazza	Slot 600	agrandbr
uddrow11	Drow	Slot 600	agrandbr
uddrow12	Drow	Slot 600	agrandrb
uddrow13	Drow	Slot 600	agrandbr
uddrow15	Drow	Slot 600	agrandbr
uddrow16	Sondal	Slot 600	agrandbr
uddrow17	Drow	Slot 584	agrandrb
uddrow18	Drow	Slot 584	agrandrb
uddrow19	Drow	Slot 600	agrandsw
uddrow20	Egg Guard	Slot 592	agrandrb
uddrow21	Egg Guard	Slot 592	agrandbr
uddrow22	Drow Bartender	Slot 592	agrandsr
uddrow23	Drow	Slot 592	agrandsw
uddrow24	Drow	Slot 592	agrandrb
uddrow25	Drow	Slot 592	agrandbr
uddrow26	Drow	Slot 592	agrandbr
uddrow27	Drow	Slot 584	agrandrb
uddrow28	Drow	Slot 592	agrandbr
uddrow29	Drow	Slot 584	agrandbr
uddrow30	Drow	Slot 592	agrandrp
uddrow31	Drow	Slot 592	agrandrb
uddrow32	Drow Warrior	Slot 600	agrandrb
uddrow33	Drow Warrior	Slot 600	agrandbr
uddrow34	Laniz	Slot 584	agrandrb
uddrow35	Priestess of Lolth	Slot 600	agrandrp
uddrow36	Handmaiden of Lolth	Slot 600	agrandbr
uddrow37	Drow	Slot 600	agrandbr
uddrow50	Drow Wizard	Slot 600	agrandcl
uddwarf	Insane Dwarf Warrior	Slot 584	agrandsw
udelder	Beholder	Slot 592	agrandbr
udelder2	Beholder	Slot 592	agrandrb
udgirl	Priestess of Lolth	Slot 592	agrandnc
udgith02	Githyanki	Slot 592	agrandbr
udgith03	Githyanki	Slot 592	agrandbr
udgith04	Githyanki	Slot 592	agrandsh
udgith05	Githyanki	Slot 592	agrandbr
udill01	Mind Flayer	Slot 592	agrandrb
